product_id,category,brand_tier,price_usd,promo,endcap,facings,shelf_height_cm,aisle_distance_from_entrance_m,bay_position_1_to_10,distance_from_shopper_cm,traffic_per_hour,weeks_on_shelf,competitor_price_gap,stockouts_per_week,sales_units_week,revenue_usd,conversion_rate,week_start
489,Cereal,Value,4.27,0,0,3,151.1,54.1,7,1.5,104.3,40,0.003,0,39,166.53,0.00445,2025-10-27
490,Cereal,Mainstream,4.76,1,0,4,156.3,6.5,2,3.5,232.1,23,0.03,0,77,366.52,0.00395,2025-10-27
491,Personal Care,Premium,6.2,0,0,3,37.4,58.7,6,0.5,117.2,42,-0.088,0,0,0.0,0.0,2025-10-27
492,Cereal,Mainstream,4.4,1,0,5,94.2,9.9,2,3.5,307.5,9,-0.074,0,47,206.8,0.00182,2025-10-27
493,Personal Care,Value,4.64,0,1,6,157.0,16.0,9,3.5,308.0,43,0.003,0,135,626.4,0.005218,2025-10-27
494,Snacks,Premium,4.16,0,0,3,84.5,5.8,2,3.5,237.9,51,-0.296,0,19,79.04,0.000951,2025-10-27
495,Personal Care,Premium,6.41,1,0,2,134.4,48.2,7,1.5,152.6,13,0.224,0,48,307.68,0.003744,2025-10-27
496,Cereal,Mainstream,5.82,0,0,4,118.4,59.1,1,4.5,94.4,12,0.324,0,20,116.4,0.002521,2025-10-27
497,Snacks,Mainstream,3.46,0,0,6,82.1,17.8,2,3.5,293.8,50,0.026,0,15,51.9,0.000608,2025-10-27
498,Cereal,Value,4.82,0,0,6,71.5,19.5,10,4.5,225.3,22,0.1,0,2,9.64,0.000106,2025-10-27
499,Snacks,Premium,4.14,0,0,5,127.9,16.7,4,1.5,247.0,37,0.162,0,76,314.64,0.003662,2025-10-27
500,Cereal,Mainstream,5.11,1,0,2,50.0,9.3,2,3.5,248.0,10,-0.199,0,2,10.22,9.6e-05,2025-10-27
501,Personal Care,Value,4.64,0,0,2,159.0,47.2,7,1.5,153.6,23,0.139,0,34,157.76,0.002635,2025-10-27
502,Household,Mainstream,5.9,1,0,4,116.5,3.6,3,2.5,325.9,37,-0.064,0,98,578.2,0.003579,2025-10-27
503,Household,Premium,10.08,0,0,3,46.7,58.1,6,0.5,124.4,47,0.344,0,0,0.0,0.0,2025-10-27
504,Cereal,Premium,6.15,0,0,4,135.5,55.6,9,3.5,108.0,23,-0.028,0,26,159.9,0.002866,2025-10-27
505,Cereal,Value,4.57,0,0,6,94.7,7.1,7,1.5,275.7,4,0.136,0,35,159.95,0.001512,2025-10-27
506,Personal Care,Value,4.33,1,0,4,60.6,31.8,3,2.5,185.3,22,-0.027,0,2,8.66,0.000128,2025-10-27
507,Snacks,Premium,4.29,0,0,3,174.2,59.6,3,2.5,120.7,34,0.33,0,16,68.64,0.001578,2025-10-27
508,Personal Care,Premium,6.29,1,0,6,137.9,51.2,3,2.5,134.0,46,-0.077,0,70,440.3,0.00622,2025-10-27
509,Snacks,Mainstream,3.95,0,0,3,118.9,42.9,7,1.5,138.5,44,0.175,0,30,118.5,0.002579,2025-10-27
510,Beverages,Mainstream,3.08,0,0,4,157.3,1.3,7,1.5,235.8,40,0.094,1,99,304.92,0.004999,2025-10-27
511,Beverages,Mainstream,3.1,0,0,1,111.6,4.1,6,0.5,332.9,9,0.061,2,85,263.5,0.00304,2025-10-27
512,Personal Care,Mainstream,6.29,0,0,4,96.2,47.6,4,1.5,99.5,28,0.034,0,12,75.48,0.001436,2025-10-27
513,Beverages,Value,2.85,1,0,3,58.4,22.6,1,4.5,204.8,30,-0.1,0,3,8.55,0.000174,2025-10-27
514,Snacks,Value,3.2,0,0,1,53.0,40.1,9,3.5,141.0,25,-0.388,0,2,6.4,0.000169,2025-10-27
515,Snacks,Value,2.57,0,0,2,94.8,44.4,7,1.5,106.6,48,0.161,0,16,41.12,0.001788,2025-10-27
516,Beverages,Premium,3.49,0,1,5,98.4,25.3,7,1.5,254.9,50,-0.073,0,75,261.75,0.003503,2025-10-27
517,Snacks,Value,2.68,0,0,2,140.0,8.6,2,3.5,372.2,11,0.175,2,114,305.52,0.003646,2025-10-27
518,Personal Care,Value,5.02,0,0,1,96.3,23.2,3,2.5,192.0,50,0.053,0,16,80.32,0.000992,2025-10-27
519,Beverages,Mainstream,3.04,1,0,1,119.0,52.3,4,1.5,126.2,45,0.18,0,55,167.2,0.005188,2025-10-27
520,Personal Care,Value,4.06,0,0,1,154.9,19.9,6,0.5,306.2,37,0.12,2,74,300.44,0.002877,2025-10-27
521,Household,Value,5.83,0,1,3,179.0,3.8,8,2.5,422.3,20,-0.37,0,94,548.02,0.00265,2025-10-27
522,Snacks,Mainstream,3.01,0,0,3,78.4,57.5,9,3.5,91.9,40,0.092,0,3,9.03,0.000389,2025-10-27
523,Beverages,Mainstream,2.97,0,0,4,165.3,40.8,6,0.5,146.5,31,-0.052,1,58,172.26,0.004713,2025-10-27
524,Cereal,Mainstream,4.23,0,1,4,150.9,32.5,4,1.5,224.7,47,0.175,0,111,469.53,0.005882,2025-10-27
525,Beverages,Premium,3.94,0,0,4,40.2,49.7,5,0.5,146.7,37,0.089,0,0,0.0,0.0,2025-10-27
526,Snacks,Value,3.08,0,0,6,80.1,24.7,8,2.5,234.4,51,0.09,0,10,30.8,0.000508,2025-10-27
527,Household,Premium,10.57,0,0,2,62.9,59.1,4,1.5,64.8,22,-0.041,0,0,0.0,0.0,2025-10-27
528,Household,Premium,9.51,1,0,5,129.7,51.5,5,0.5,100.6,5,-0.137,0,45,427.95,0.005327,2025-10-27
529,Personal Care,Premium,6.58,1,0,1,113.3,16.8,8,2.5,226.1,26,-0.065,1,61,401.38,0.003211,2025-10-27
530,Snacks,Mainstream,3.79,1,0,6,104.2,22.3,6,0.5,176.1,52,-0.27,0,82,310.78,0.005545,2025-10-27
531,Personal Care,Mainstream,4.77,0,0,3,144.5,16.5,5,0.5,131.9,35,-0.089,0,61,290.97,0.005504,2025-10-27
532,Personal Care,Mainstream,4.99,0,0,3,80.0,39.6,8,2.5,130.1,37,-0.22,0,8,39.92,0.000732,2025-10-27
533,Snacks,Mainstream,3.61,0,0,1,87.4,38.4,3,2.5,148.5,33,-0.216,0,10,36.1,0.000802,2025-10-27
534,Cereal,Value,3.42,0,0,4,159.8,31.4,1,4.5,158.0,31,0.017,0,44,150.48,0.003315,2025-10-27
535,Beverages,Premium,3.72,0,0,3,175.8,58.0,8,2.5,86.5,4,0.08,0,15,55.8,0.002065,2025-10-27
536,Beverages,Mainstream,2.7,0,0,6,146.5,28.3,5,0.5,182.7,22,-0.005,0,106,286.2,0.006907,2025-10-27
537,Cereal,Mainstream,5.04,1,0,2,62.6,47.0,4,1.5,131.5,5,-0.075,0,4,20.16,0.000362,2025-10-27
538,Beverages,Mainstream,2.68,1,0,3,46.9,39.5,1,4.5,135.4,18,-0.142,0,0,0.0,0.0,2025-10-27
539,Beverages,Value,2.65,0,0,6,61.4,31.1,10,4.5,211.1,38,-0.048,0,1,2.65,5.6e-05,2025-10-27
540,Personal Care,Mainstream,5.5,0,0,5,93.4,2.5,8,2.5,306.9,42,-0.123,0,33,181.5,0.00128,2025-10-27
541,Household,Mainstream,8.04,0,0,5,65.5,39.4,3,2.5,127.6,12,-0.009,0,1,8.04,9.3e-05,2025-10-27
542,Cereal,Mainstream,4.99,0,0,4,165.2,38.6,7,1.5,125.0,35,-0.228,0,36,179.64,0.003428,2025-10-27
543,Personal Care,Mainstream,5.08,1,0,6,130.6,7.5,5,0.5,266.8,12,0.105,0,151,767.08,0.006738,2025-10-27
544,Household,Value,5.8,1,0,2,92.5,47.8,4,1.5,145.5,11,-0.085,0,19,110.2,0.001554,2025-10-27
545,Beverages,Mainstream,2.61,0,0,5,71.1,28.0,4,1.5,161.5,50,0.056,0,7,18.27,0.000516,2025-10-27
546,Snacks,Mainstream,3.63,0,0,4,87.1,19.4,1,4.5,237.2,32,0.133,0,15,54.45,0.000753,2025-10-27
547,Snacks,Premium,4.63,0,0,3,101.4,49.4,10,4.5,120.8,11,0.049,0,12,55.56,0.001183,2025-10-27
548,Beverages,Value,3.25,0,0,2,137.1,20.6,10,4.5,285.8,8,0.12,0,50,162.5,0.002083,2025-10-27
549,Personal Care,Mainstream,5.16,0,0,4,43.4,37.3,9,3.5,160.9,3,-0.31,0,1,5.16,7.4e-05,2025-10-27
550,Snacks,Value,2.89,0,0,1,157.3,37.1,4,1.5,137.3,26,-0.074,0,48,138.72,0.004162,2025-10-27
551,Snacks,Mainstream,3.29,0,0,5,49.1,3.2,10,4.5,335.4,6,0.165,0,3,9.87,0.000106,2025-10-27
552,Beverages,Mainstream,3.05,0,0,2,69.4,25.4,3,2.5,216.2,31,0.076,0,2,6.1,0.00011,2025-10-27
553,Beverages,Mainstream,3.11,0,1,3,179.0,13.4,9,3.5,288.5,23,0.277,0,43,133.73,0.001775,2025-10-27
554,Household,Premium,8.69,0,0,2,58.5,12.0,2,3.5,211.5,34,0.256,0,1,8.69,5.6e-05,2025-10-27
555,Beverages,Value,2.83,0,0,3,45.2,39.3,4,1.5,158.0,11,0.045,0,1,2.83,7.5e-05,2025-10-27
556,Beverages,Mainstream,2.81,1,0,3,125.8,0.7,6,0.5,318.7,8,-0.038,1,213,598.53,0.007957,2025-10-27
557,Snacks,Value,3.27,0,0,2,89.0,58.1,10,4.5,79.7,6,-0.144,0,8,26.16,0.001195,2025-10-27
558,Snacks,Value,3.13,0,0,6,43.8,23.7,3,2.5,206.9,5,-0.071,0,1,3.13,5.8e-05,2025-10-27
559,Cereal,Mainstream,4.98,0,0,5,30.6,17.9,5,0.5,203.2,4,-0.061,0,0,0.0,0.0,2025-10-27
560,Snacks,Value,2.87,0,0,3,41.9,55.2,9,3.5,84.5,14,-0.089,0,0,0.0,0.0,2025-10-27
561,Beverages,Mainstream,3.81,0,0,1,108.4,29.2,5,0.5,169.3,42,-0.138,1,40,152.4,0.002813,2025-10-27
562,Beverages,Mainstream,2.76,0,0,6,64.6,36.9,7,1.5,185.6,32,0.06,0,2,5.52,0.000128,2025-10-27
563,Personal Care,Mainstream,5.66,0,0,5,146.6,41.8,5,0.5,166.4,14,0.254,0,50,283.0,0.003577,2025-10-27
564,Cereal,Mainstream,4.63,1,0,4,158.6,52.3,1,4.5,129.6,49,0.14,0,50,231.5,0.004592,2025-10-27
565,Cereal,Mainstream,5.97,0,0,4,51.7,7.8,3,2.5,285.2,40,-0.048,0,2,11.94,8.3e-05,2025-10-27
566,Personal Care,Mainstream,6.0,0,0,1,80.6,4.9,6,0.5,317.3,41,0.152,0,11,66.0,0.000413,2025-10-27
567,Personal Care,Value,4.36,1,0,3,52.0,59.6,1,4.5,98.6,47,0.052,0,0,0.0,0.0,2025-10-27
568,Beverages,Value,2.68,0,0,2,73.0,0.5,3,2.5,268.2,39,-0.006,0,13,34.84,0.000577,2025-10-27
569,Snacks,Mainstream,3.58,0,0,4,65.9,42.5,10,4.5,119.4,50,-0.015,0,4,14.32,0.000399,2025-10-27
570,Cereal,Premium,5.92,1,1,6,148.0,36.7,1,4.5,175.4,18,-0.03,0,115,680.8,0.007805,2025-10-27
571,Snacks,Value,3.2,0,0,4,81.8,33.2,3,2.5,203.5,45,0.098,0,6,19.2,0.000351,2025-10-27
572,Personal Care,Mainstream,5.71,0,0,4,104.3,47.1,7,1.5,146.5,6,0.021,0,21,119.91,0.001707,2025-10-27
573,Snacks,Mainstream,3.57,0,0,5,131.1,59.5,6,0.5,82.7,16,-0.109,0,48,171.36,0.006909,2025-10-27
574,Personal Care,Premium,6.83,0,0,6,153.3,2.8,3,2.5,304.9,47,-0.117,0,84,573.72,0.003279,2025-10-27
575,Household,Mainstream,7.3,1,0,1,75.2,36.9,1,4.5,144.1,7,0.046,0,0,0.0,0.0,2025-10-27
576,Cereal,Mainstream,5.11,0,0,2,61.4,43.0,9,3.5,132.3,27,0.064,0,1,5.11,9e-05,2025-10-27
577,Household,Mainstream,7.03,0,1,2,176.8,18.4,6,0.5,255.7,18,-0.047,0,55,386.65,0.002561,2025-10-27
578,Cereal,Premium,5.85,0,0,5,78.0,53.6,6,0.5,135.3,6,-0.17,0,8,46.8,0.000704,2025-10-27
579,Household,Value,7.04,0,0,3,130.7,27.4,1,4.5,184.4,13,0.188,0,32,225.28,0.002066,2025-10-27
580,Snacks,Premium,3.93,0,0,5,131.7,9.9,3,2.5,271.3,28,0.156,0,78,306.54,0.003422,2025-10-27
581,Snacks,Value,3.1,0,0,3,107.1,51.3,1,4.5,118.7,33,-0.298,0,29,89.9,0.002908,2025-10-27
582,Cereal,Premium,6.04,1,0,6,64.3,56.6,10,4.5,88.5,36,0.201,0,1,6.04,0.000135,2025-10-27
583,Beverages,Value,3.03,0,0,5,51.2,6.0,8,2.5,288.6,7,-0.031,0,3,9.09,0.000124,2025-10-27
584,Snacks,Value,2.71,1,0,1,103.1,45.1,6,0.5,152.3,17,0.028,2,51,138.21,0.003987,2025-10-27
585,Household,Value,5.52,0,0,6,106.6,12.9,7,1.5,308.3,6,0.171,0,51,281.52,0.001969,2025-10-27
586,Cereal,Mainstream,4.53,0,0,6,146.0,0.4,2,3.5,267.2,1,0.248,0,66,298.98,0.00294,2025-10-27
587,Beverages,Mainstream,3.09,0,0,1,136.5,15.6,10,4.5,186.4,21,0.15,0,44,135.96,0.00281,2025-10-27
588,Snacks,Value,2.59,1,0,3,166.8,51.3,6,0.5,115.8,33,0.036,0,67,173.53,0.006889,2025-10-27
589,Beverages,Mainstream,2.85,0,0,6,175.6,8.5,6,0.5,319.0,20,-0.206,0,102,290.7,0.003806,2025-10-27
590,Beverages,Mainstream,2.41,0,0,6,139.2,7.8,10,4.5,288.7,3,-0.304,0,144,347.04,0.005938,2025-10-27
591,Household,Mainstream,7.16,1,1,3,41.5,44.3,1,4.5,182.5,12,0.132,0,1,7.16,6.5e-05,2025-10-27
592,Snacks,Premium,4.15,0,0,4,90.8,24.4,5,0.5,160.2,23,0.201,0,18,74.7,0.001337,2025-10-27
593,Snacks,Mainstream,3.01,0,0,1,121.3,8.9,1,4.5,245.8,19,-0.122,0,45,135.45,0.00218,2025-10-27
594,Cereal,Value,4.73,0,0,4,118.5,13.8,5,0.5,174.7,43,-0.04,0,62,293.26,0.004226,2025-10-27
595,Beverages,Value,2.23,0,0,4,57.2,47.7,3,2.5,120.7,32,-0.084,0,2,4.46,0.000197,2025-10-27
596,Snacks,Premium,4.72,0,0,3,117.4,37.4,5,0.5,109.5,52,-0.088,0,45,212.4,0.004893,2025-10-27
597,Personal Care,Value,4.35,0,0,2,82.5,45.7,8,2.5,156.8,10,0.161,0,2,8.7,0.000152,2025-10-27
598,Cereal,Mainstream,5.86,1,0,5,80.8,5.9,3,2.5,359.3,20,0.033,0,27,158.22,0.000895,2025-10-27
599,Household,Premium,9.42,0,0,3,155.1,27.5,1,4.5,188.6,5,-0.034,0,29,273.18,0.00183,2025-10-27
600,Cereal,Premium,5.64,0,0,2,93.3,47.8,2,3.5,98.0,2,0.399,0,8,45.12,0.000972,2025-10-27
601,Snacks,Mainstream,3.18,1,1,3,109.1,15.9,8,2.5,307.6,49,-0.215,3,208,661.44,0.008049,2025-10-27
602,Personal Care,Mainstream,5.83,0,1,3,114.4,10.2,6,0.5,431.5,26,0.082,2,132,769.56,0.003642,2025-10-27
603,Household,Mainstream,6.81,0,0,2,114.4,22.9,10,4.5,217.4,35,-0.157,0,35,238.35,0.001917,2025-10-27
604,Personal Care,Mainstream,5.4,0,0,4,62.0,20.0,9,3.5,256.2,15,-0.024,0,3,16.2,0.000139,2025-10-27
605,Household,Value,6.75,0,0,6,119.9,11.1,2,3.5,238.2,3,0.022,0,41,276.75,0.002049,2025-10-27
606,Personal Care,Value,4.33,0,0,5,80.2,57.2,8,2.5,89.4,47,0.127,0,10,43.3,0.001332,2025-10-27
607,Household,Mainstream,7.05,1,0,2,128.3,29.0,1,4.5,177.3,35,-0.039,1,45,317.25,0.003021,2025-10-27
608,Beverages,Value,2.8,1,0,3,51.9,36.5,1,4.5,115.5,37,-0.055,0,1,2.8,0.000103,2025-10-27
609,Personal Care,Mainstream,5.95,0,0,4,179.1,7.3,8,2.5,388.6,28,-0.042,0,38,226.1,0.001164,2025-10-27
610,Snacks,Mainstream,3.43,0,0,5,145.8,36.6,5,0.5,157.2,22,-0.162,2,90,308.7,0.006818,2025-10-27
611,Cereal,Premium,6.06,1,0,5,92.6,33.3,10,4.5,187.2,22,0.095,0,15,90.9,0.000954,2025-10-27
612,Personal Care,Premium,5.77,0,1,3,75.2,55.9,1,4.5,122.0,40,0.042,0,4,23.08,0.00039,2025-10-27
613,Household,Mainstream,6.29,1,1,2,88.2,24.7,6,0.5,193.5,12,0.065,0,30,188.7,0.001846,2025-10-27
614,Household,Mainstream,7.22,0,0,4,138.2,46.9,4,1.5,155.0,18,-0.01,0,34,245.48,0.002611,2025-10-27
615,Snacks,Value,2.93,0,0,1,128.3,18.3,10,4.5,187.7,16,-0.029,1,40,117.2,0.002537,2025-10-27
616,Personal Care,Mainstream,5.53,1,0,5,135.3,34.7,7,1.5,168.3,28,0.176,0,67,370.51,0.004738,2025-10-27
617,Personal Care,Value,5.18,0,0,6,163.3,55.6,8,2.5,112.4,51,0.153,0,24,124.32,0.002541,2025-10-27
618,Snacks,Premium,3.87,0,0,5,98.4,37.5,3,2.5,152.8,48,0.212,0,20,77.4,0.001558,2025-10-27
619,Beverages,Premium,3.65,1,1,3,130.4,42.7,9,3.5,151.5,29,0.056,1,111,405.15,0.008724,2025-10-27
620,Beverages,Premium,3.81,0,0,5,96.2,52.6,9,3.5,109.4,11,0.203,0,11,41.91,0.001197,2025-10-27
621,Personal Care,Premium,6.4,0,0,4,125.7,55.5,8,2.5,91.4,49,-0.062,0,28,179.2,0.003647,2025-10-27
622,Snacks,Premium,5.03,0,1,4,101.2,12.5,5,0.5,351.7,17,-0.03,2,112,563.36,0.003791,2025-10-27
623,Household,Value,6.51,0,0,6,146.5,11.8,10,4.5,275.6,19,0.179,0,38,247.38,0.001641,2025-10-27
624,Snacks,Premium,4.49,0,0,2,30.8,33.0,7,1.5,164.8,47,0.127,0,1,4.49,7.2e-05,2025-10-27
625,Household,Mainstream,8.36,0,0,5,62.4,59.7,1,4.5,89.0,14,-0.044,0,1,8.36,0.000134,2025-10-27
626,Snacks,Mainstream,3.0,0,0,5,74.5,29.4,9,3.5,243.8,25,-0.157,0,8,24.0,0.000391,2025-10-27
627,Personal Care,Mainstream,5.49,1,0,4,171.8,19.9,1,4.5,177.0,48,-0.031,0,37,203.13,0.002489,2025-10-27
628,Beverages,Mainstream,3.1,0,0,1,106.1,32.2,7,1.5,133.2,17,-0.103,0,27,83.7,0.002413,2025-10-27
629,Cereal,Value,3.87,0,0,5,84.7,3.9,3,2.5,292.6,33,0.259,0,8,30.96,0.000326,2025-10-27
630,Personal Care,Value,4.81,0,0,2,90.6,10.6,9,3.5,248.9,2,0.114,0,5,24.05,0.000239,2025-10-27
631,Household,Value,5.32,1,0,6,97.8,8.9,8,2.5,315.5,52,-0.115,0,62,329.84,0.002339,2025-10-27
632,Personal Care,Mainstream,5.88,0,0,5,160.2,1.7,9,3.5,341.0,22,-0.157,0,72,423.36,0.002514,2025-10-27
633,Beverages,Premium,4.15,1,0,3,174.4,43.3,7,1.5,135.1,35,-0.117,0,47,195.05,0.004141,2025-10-27
634,Snacks,Mainstream,3.59,0,0,3,156.6,19.5,6,0.5,233.4,27,-0.084,1,105,376.95,0.005355,2025-10-27
635,Beverages,Mainstream,2.48,0,0,1,156.2,10.1,9,3.5,281.0,23,-0.025,8,93,230.64,0.00394,2025-10-27
636,Beverages,Mainstream,2.71,1,0,3,59.9,30.7,3,2.5,237.3,22,0.167,0,5,13.55,0.000251,2025-10-27
637,Personal Care,Mainstream,5.81,1,0,1,70.3,19.4,6,0.5,225.5,1,-0.145,0,5,29.05,0.000264,2025-10-27
638,Personal Care,Value,4.68,0,0,6,119.4,23.6,3,2.5,180.3,15,0.343,0,37,173.16,0.002443,2025-10-27
639,Personal Care,Premium,5.24,0,0,4,128.4,18.9,2,3.5,225.8,20,-0.141,0,59,309.16,0.003111,2025-10-27
640,Household,Value,6.73,0,0,2,60.4,0.2,9,3.5,215.0,20,-0.211,0,2,13.46,0.000111,2025-10-27
641,Personal Care,Mainstream,5.57,0,0,5,141.9,41.3,5,0.5,139.4,15,0.253,0,55,306.35,0.004697,2025-10-27
642,Personal Care,Mainstream,5.06,1,0,1,60.0,6.6,1,4.5,330.1,34,0.198,0,1,5.06,3.6e-05,2025-10-27
643,Beverages,Mainstream,3.3,1,0,4,69.5,13.1,9,3.5,269.3,44,-0.027,0,8,26.4,0.000354,2025-10-27
644,Beverages,Premium,3.49,0,0,1,76.0,11.4,10,4.5,266.3,47,0.057,0,6,20.94,0.000268,2025-10-27
645,Cereal,Value,3.96,0,0,1,156.9,19.9,7,1.5,237.0,51,0.061,4,69,273.24,0.003466,2025-10-27
646,Household,Premium,9.06,0,0,2,139.8,9.6,4,1.5,311.6,34,0.021,0,61,552.66,0.002331,2025-10-27
647,Beverages,Mainstream,3.57,0,0,2,109.6,20.8,9,3.5,261.3,22,-0.194,1,62,221.34,0.002824,2025-10-27
648,Cereal,Mainstream,5.87,0,0,5,153.0,14.6,8,2.5,255.6,34,-0.372,1,80,469.6,0.003726,2025-10-27
649,Personal Care,Mainstream,5.69,0,0,6,151.9,3.7,3,2.5,283.6,7,-0.127,0,92,523.48,0.003862,2025-10-27
650,Beverages,Premium,3.91,0,0,5,88.5,52.2,4,1.5,79.6,43,0.272,0,5,19.55,0.000748,2025-10-27
651,Snacks,Premium,4.72,0,0,5,147.2,18.3,10,4.5,256.8,28,0.278,0,42,198.24,0.001947,2025-10-27
652,Household,Mainstream,6.16,1,0,4,60.9,5.7,10,4.5,308.4,9,-0.039,0,3,18.48,0.000116,2025-10-27
653,Personal Care,Premium,7.32,0,0,3,105.5,31.3,7,1.5,175.1,23,-0.144,0,31,226.92,0.002108,2025-10-27
654,Beverages,Mainstream,2.78,0,0,2,47.7,7.4,1,4.5,248.9,16,0.042,0,1,2.78,4.8e-05,2025-10-27
655,Household,Mainstream,7.22,0,0,6,94.0,46.4,3,2.5,146.3,19,0.066,0,11,79.42,0.000895,2025-10-27
656,Snacks,Premium,4.26,0,0,4,108.1,3.7,4,1.5,286.0,3,0.09,0,46,195.96,0.001915,2025-10-27
657,Household,Mainstream,7.35,0,0,4,42.0,27.9,6,0.5,182.3,1,-0.379,0,0,0.0,0.0,2025-10-27
658,Snacks,Mainstream,3.53,0,0,1,99.4,56.6,9,3.5,102.2,19,0.474,0,6,21.18,0.000699,2025-10-27
659,Cereal,Value,3.12,0,0,3,127.8,9.5,9,3.5,282.9,16,0.17,0,57,177.84,0.002399,2025-10-27
660,Snacks,Value,3.02,0,0,5,122.1,12.1,3,2.5,211.5,52,-0.03,1,69,208.38,0.003883,2025-10-27
661,Snacks,Premium,4.65,1,0,3,38.2,36.0,2,3.5,169.4,14,-0.108,0,0,0.0,0.0,2025-10-27
662,Household,Mainstream,7.31,0,0,4,44.3,58.8,3,2.5,88.6,18,0.148,0,0,0.0,0.0,2025-10-27
663,Beverages,Mainstream,2.96,0,0,5,82.7,23.2,3,2.5,181.7,48,0.074,0,8,23.68,0.000524,2025-10-27
664,Beverages,Value,3.0,0,0,1,156.4,38.9,9,3.5,167.8,45,0.014,0,51,153.0,0.003618,2025-10-27
665,Snacks,Mainstream,3.6,1,0,6,160.5,9.1,1,4.5,229.6,3,0.069,0,89,320.4,0.004615,2025-10-27
666,Personal Care,Premium,7.17,0,0,5,76.4,38.5,9,3.5,169.2,5,-0.017,0,4,28.68,0.000281,2025-10-27
667,Personal Care,Premium,7.62,1,0,3,137.8,15.2,7,1.5,239.9,5,0.06,2,97,739.14,0.004813,2025-10-27
668,Household,Value,6.16,0,0,5,116.6,36.8,2,3.5,119.7,24,0.109,0,22,135.52,0.002188,2025-10-27
669,Snacks,Mainstream,3.19,0,0,1,177.5,5.3,7,1.5,353.0,30,0.051,1,61,194.59,0.002057,2025-10-27
670,Snacks,Mainstream,2.73,0,0,2,44.2,31.5,6,0.5,178.6,19,0.044,0,1,2.73,6.7e-05,2025-10-27
671,Beverages,Mainstream,2.85,0,0,1,112.2,14.2,1,4.5,255.3,1,0.209,2,32,91.2,0.001492,2025-10-27
672,Cereal,Mainstream,5.38,0,0,4,118.9,40.9,3,2.5,164.2,11,-0.24,0,48,258.24,0.003479,2025-10-27
673,Household,Mainstream,6.75,0,0,6,76.2,44.9,4,1.5,163.4,32,-0.12,0,8,54.0,0.000583,2025-10-27
674,Personal Care,Mainstream,5.95,0,0,4,37.0,50.9,3,2.5,119.2,20,0.004,0,0,0.0,0.0,2025-10-27
675,Cereal,Mainstream,5.06,0,1,5,37.8,59.5,6,0.5,133.4,7,-0.109,0,0,0.0,0.0,2025-10-27
676,Snacks,Mainstream,3.97,0,1,1,98.0,27.6,7,1.5,243.7,34,-0.059,3,50,198.5,0.002443,2025-10-27
677,Household,Mainstream,6.79,0,0,6,133.9,40.2,2,3.5,135.9,32,0.193,0,19,129.01,0.001664,2025-10-27
678,Snacks,Premium,4.57,0,0,2,135.0,1.1,2,3.5,246.8,26,-0.022,1,75,342.75,0.003617,2025-10-27
679,Beverages,Mainstream,3.15,0,0,4,57.1,54.3,7,1.5,111.5,49,-0.274,0,1,3.15,0.000107,2025-10-27
680,Snacks,Mainstream,4.06,1,0,5,158.7,36.9,5,0.5,188.0,44,-0.064,1,124,503.44,0.007853,2025-10-27
681,Beverages,Premium,3.15,0,0,6,86.6,25.3,3,2.5,210.7,3,0.009,0,9,28.35,0.000509,2025-10-27
682,Beverages,Premium,3.57,1,0,6,174.7,26.1,3,2.5,161.9,48,0.006,0,44,157.08,0.003235,2025-10-27
683,Beverages,Value,2.77,1,0,4,47.7,45.5,1,4.5,151.9,3,0.083,0,1,2.77,7.8e-05,2025-10-27
684,Snacks,Mainstream,4.07,0,0,4,155.5,50.0,9,3.5,112.4,26,0.071,0,31,126.17,0.003284,2025-10-27
685,Cereal,Value,4.34,1,0,3,166.3,48.5,9,3.5,88.7,47,-0.021,0,23,99.82,0.003088,2025-10-27
686,Snacks,Mainstream,3.39,0,0,4,153.4,30.6,6,0.5,202.0,52,-0.179,1,110,372.9,0.006483,2025-10-27
687,Snacks,Value,3.2,0,0,5,151.3,22.3,4,1.5,177.9,2,-0.066,0,69,220.8,0.004618,2025-10-27
688,Household,Mainstream,7.62,1,0,4,84.2,56.7,3,2.5,134.4,4,-0.093,0,3,22.86,0.000266,2025-10-27
689,Personal Care,Value,4.5,0,0,4,137.0,38.1,4,1.5,177.6,13,-0.043,1,62,279.0,0.004156,2025-10-27
690,Cereal,Mainstream,5.16,0,0,3,116.9,32.6,10,4.5,161.1,15,0.104,0,28,144.48,0.00207,2025-10-27
691,Snacks,Premium,4.91,0,0,2,93.7,35.9,1,4.5,167.2,15,0.061,0,15,73.65,0.001068,2025-10-27
692,Household,Mainstream,8.44,0,0,1,179.0,37.8,9,3.5,216.2,22,0.124,0,12,101.28,0.000661,2025-10-27
693,Beverages,Premium,4.03,0,0,3,73.6,42.8,4,1.5,158.0,17,-0.058,0,5,20.15,0.000377,2025-10-27
694,Snacks,Premium,4.38,0,0,3,92.0,33.2,3,2.5,170.8,31,0.226,0,10,43.8,0.000697,2025-10-27
695,Household,Premium,8.69,0,0,4,165.4,52.5,9,3.5,172.7,45,0.101,0,18,156.42,0.001241,2025-10-27
696,Cereal,Value,4.48,0,0,6,73.4,51.6,10,4.5,116.1,29,0.017,0,5,22.4,0.000513,2025-10-27
697,Personal Care,Premium,6.78,0,0,5,52.9,26.5,10,4.5,205.4,18,0.091,0,1,6.78,5.8e-05,2025-10-27
